kitten.n.01	2.3139636363636362
mother.n.01	2.6102909090909088
toilet.n.02	2.661018182
water.n.01	2.842988636
leg.n.01	2.946355376
male_child.n.01	2.99590625
bed.n.01	3.013898925
bathroom.n.01	3.021018182
foot.n.01	3.028612708
plaything.n.01	3.043533333
ball.n.01	3.04433871
carrot.n.01	3.052812121
cat.n.01	3.073034483
cookie.n.01	3.084672727
cartoon.n.01	3.116466667
shoe.n.01	3.128212903
dog.n.01	3.174288542
man.n.01	3.193907708
crayon.n.01	3.2
little_finger.n.01	3.21
toilet.n.01	3.255349495
hair.n.01	3.311377083
spoon.n.01	3.323607292
cocoa.n.01	3.33
toothpaste.n.01	3.33
father.n.01	3.3306671717171716
flower.n.01	3.334707374
underpants.n.01	3.35
sock.n.01	3.358370833
backyard.n.01	3.38
cup.n.01	3.39011290322581
puppy.n.01	3.414382828
toe.n.01	3.422158333
ear.n.01	3.4299
sun.n.01	3.449888542
hat.n.01	3.453620968
pot.n.07	3.461915152
diaper.n.01	3.463709091
snowman.n.01	3.47
color.n.01	3.480569697
nose.n.01	3.487208602
arm.n.01	3.496225
eye.n.01	3.50312
cow.n.01	3.514740645
finger.n.01	3.522608081
duck.n.01	3.528280645
face.n.01	3.531377097
saw.n.02	3.545004791666667 
floor.n.02	3.552744747
mouth.n.01	3.58
doll.n.01	3.58314375
banana.n.01	3.591305
table.n.02	3.6
milk.n.01	3.604001042
table.n.01	3.612760101
bottle.n.01	3.624606061
bedroom.n.01	3.639949495
balloon.n.01	3.665569697
butterfly.n.01	3.67
tree.n.01	3.692165
bathtub.n.01	3.71315625
clown.n.01	3.722024194
tooth.n.01	3.724794792
bird.n.01	3.726144086
bread.n.01	3.748050538
fire.n.01	3.750606774
door.n.01	3.7513
orange.n.01	3.75235
neck.n.01	3.770780208
towel.n.01	3.778193939
ice_lolly.n.01	3.78
apple.n.01	3.781748485
marshmallow.n.01	3.8
ant.n.01	3.8
lip.n.01	3.8133
chair.n.01	3.822925
greens.n.01	3.833385416666667
chicken.n.01	3.865610101
snow.n.01	3.88481
kitchen.n.01	3.88776303
book.n.01	3.890078594
soap.n.01	3.89225625
egg.n.01	3.9067
sky.n.01	3.912425054
candy.n.01	3.916214141
caribou.n.01	3.917745455
cake.n.01	3.9192625
horse.n.01	3.92458
bear.n.01	3.924971875
underwear.n.01	3.94
blanket.n.01	3.925336364
dinner.n.01	3.9439
sweet.n.03	3.949021667
pillow.n.01	3.97040101
rabbit.n.01	3.976870707
bean.n.01	3.981476563
grass.n.01	3.985553763
fingernail.n.01	4
coat.n.01	4.001
bee.n.01	4.007047083
noodle.n.01	4.009539394
floor.n.01	4.03004
soil.n.02	4.040016129
fork.n.01	4.040786458
bus.n.01	4.043935484
fox.n.01	4.0451875
tricycle.n.01	4.05
pizza.n.01	4.058260606
rainbow.n.01	4.083537374
thumb.n.01	4.086926042
hog.n.03	4.090077083
juice.n.01	4.09940625
pie.n.01	4.100741935
bumblebee.n.01	4.11
cupcake.n.01	4.11
refrigerator.n.01	4.11
brush.n.01	4.122585313
fruit.n.01	4.130983333
paper.n.01	4.135364773
sandbox.n.01	4.14
stairway.n.01	4.15
star.n.01	4.1549
popcorn.n.01	4.17
air.n.01	4.178048125
sheep.n.01	4.180786774
shirt.n.01	4.1851
abdomen.n.01	4.187409090909091
pencil.n.01	4.19050202
lamb.n.01	4.205451042
strawberry.n.01	4.21
stair.n.01	4.22
watermelon.n.01	4.22
dress.n.01	4.234387327586207
knee.n.01	4.252828736
cloud.n.01	4.257316667
bicycle.n.01	4.26
pancake.n.01	4.26
sugar.n.01	4.266994949
key.n.01	4.274804688
picture.n.01	4.27678197
sidewalk.n.01	4.28
fish.n.01	4.291244253
penny.n.01	4.2967
plate.n.02	4.3
tail.n.01	4.301463542
cheese.n.01	4.304435417
wall.n.01	4.307548387
applesauce.n.01	4.32
spaghetti.n.01	4.33
toothbrush.n.01	4.33
frog.n.01	4.344878495
ice.n.01	4.36008879
chin.n.01	4.360459375
tongue.n.01	4.370314583
sand.n.01	4.371126042
telephone.n.01	4.37255
bag.n.01	4.372975
kindergarten.n.01	4.38
truck.n.01	4.392029167
ham.n.01	4.392585938
sandwich.n.01	4.402137374
room.n.01	4.4093
playpen.n.01	4.41
tiger.n.01	4.417934444
moon.n.01	4.419355914
skin.n.01	4.420741667
lion.n.01	4.43020202
mud.n.01	4.434908333
pony.n.01	4.438128561
sunlight.n.01	4.4407
bell.n.01	4.44158125
boot.n.01	4.444533333
worm.n.01	4.456825242
lunch.n.01	4.459989247
road.n.01	4.464784375
peanut.n.01	4.465951515151515
comic_strip.n.01	4.472338484848485
lap.n.01	4.475733333
hill.n.01	4.49089375
full_moon.n.01	4.498140625
bunny.n.01	4.5
oatmeal.n.01	4.5
bib.n.01	4.500921875
bubble.n.01	4.504464646
fairy.n.01	4.505808081
farm.n.01	4.51294625
clock.n.01	4.517760417
supermarket.n.01	4.53
sea.n.01	4.531556667
scissors.n.01	4.539539394
hole.n.01	4.5400775
swing.n.01	4.543143468
pear.n.01	4.555914063
wheel.n.01	4.559232258
conciliator.n.01	4.56
window.n.01	4.562831313
meat.n.01	4.562969892
jacket.n.01	4.582757576
street.n.01	4.600627849
box.n.01	4.6015875
wave.n.01	4.605182188
